,location,total_sqft,bath,balcony,price,bhk
4748,Kothanur,1140.0,2.0,2.0,56.0,2
4749,Kothanur,1400.0,2.0,1.0,70.0,2
4750,Kothanur,1581.0,3.0,3.0,76.0,3
4751,Kothanur,1385.0,3.0,3.0,67.0,3
4752,Kothanur,1140.0,2.0,2.0,56.0,2
4753,Kothanur,1787.0,3.0,2.0,120.0,3
4754,Kothanur,1185.0,2.0,2.0,59.0,2
4755,Kothanur,1581.0,3.0,3.0,76.0,3
4756,Kothanur,1790.0,3.0,2.0,105.0,3
4757,Kothanur,1130.0,2.0,2.0,55.0,2
4758,Kothanur,1094.0,2.0,2.0,54.0,2
4759,Kothanur,1170.0,3.0,2.0,80.0,3
4760,Kothanur,1400.0,2.0,2.0,65.0,2
4761,Kothanur,1195.0,2.0,2.0,59.0,2
4762,Kothanur,1790.0,3.0,2.0,120.0,3
4763,Kothanur,1454.0,3.0,3.0,71.5,3
4764,Kudlu,1152.0,2.0,1.0,53.5,2
4765,Kudlu,1027.0,2.0,2.0,43.0,2
4766,Kudlu,1092.0,2.0,2.0,44.0,2
4767,Kudlu,1027.0,2.0,2.0,43.0,2
4768,Kudlu,1092.0,2.0,2.0,44.0,2
4769,Kudlu,1143.0,2.0,1.0,55.0,2
4770,Kudlu,1455.0,2.0,3.0,60.0,3
4771,Kudlu,1024.0,2.0,2.0,44.0,2
4772,Kudlu,1570.0,2.0,2.0,65.94,3
4773,Kudlu,1600.0,3.0,3.0,79.0,3
4774,Kudlu,1027.0,2.0,2.0,42.0,2
4775,Kudlu,1076.0,2.0,1.0,50.0,2
4776,Kudlu,1027.0,2.0,2.0,44.0,2
4777,Kudlu,1084.0,2.0,1.0,53.0,2
4778,Kudlu,1300.0,2.0,2.0,56.0,2
4779,Kudlu,1027.0,2.0,2.0,44.0,2
4780,Kudlu,1245.0,2.0,1.0,60.0,3
4781,Kudlu,1027.0,2.0,1.0,44.0,2
4782,Kudlu,1110.0,2.0,1.0,46.0,2
4783,Kudlu,2100.0,3.0,1.0,114.0,4
4784,Kudlu,1027.0,2.0,2.0,44.0,2
4785,Kudlu,720.0,1.0,1.0,33.0,1
4786,Kudlu,1027.0,2.0,2.0,44.0,2
4787,Kudlu,1162.0,2.0,1.0,52.0,2
4788,Kudlu,1041.0,2.0,1.0,53.0,2
4789,Kudlu Gate,1535.0,3.0,2.0,83.0,3
4790,Kudlu Gate,1535.0,3.0,2.0,85.0,3
4791,Kudlu Gate,1535.0,3.0,1.0,78.0,3
4792,Kudlu Gate,1535.0,3.0,2.0,86.0,3
4793,Kudlu Gate,1564.0,2.0,1.0,92.0,3
4794,Kudlu Gate,1364.0,2.0,3.0,46.38,3
4795,Kudlu Gate,1238.0,2.0,3.0,55.0,2
4796,Kudlu Gate,1707.0,2.0,2.0,99.745,3
4797,Kudlu Gate,1335.0,3.0,2.0,89.0,3
4798,Kudlu Gate,703.0,1.0,1.0,52.0,1
4799,Kudlu Gate,1535.0,3.0,2.0,86.0,3
4800,Kudlu Gate,1532.0,3.0,2.0,83.0,3
4801,Kudlu Gate,1113.0,2.0,1.0,50.0,2
4802,Kudlu Gate,1465.0,2.0,2.0,49.81,3
4803,Kudlu Gate,1185.0,2.0,1.0,50.0,2
4804,Kudlu Gate,1664.0,3.0,2.0,68.0,3
4805,Kudlu Gate,1656.0,3.0,2.0,80.0,3
4806,Kudlu Gate,1656.0,3.0,2.0,75.0,3
4807,Kudlu Gate,1215.0,2.0,1.0,45.0,2
4808,Kudlu Gate,812.0,2.0,1.0,38.25,2
4809,Kudlu Gate,1547.0,2.0,2.0,103.0,2
4810,Kudlu Gate,1336.0,2.0,1.0,86.0,2
4811,Kudlu Gate,1919.0,3.0,2.0,121.0,3
4812,Kudlu Gate,1464.0,3.0,3.0,56.0,2
4813,Kudlu Gate,1535.0,3.0,2.0,85.0,3
4814,Kudlu Gate,1850.0,3.0,2.0,120.0,3
4815,Kudlu Gate,940.0,2.0,1.0,69.57,2
4816,Kudlu Gate,1215.0,2.0,1.0,44.96,2
4817,Kudlu Gate,1164.0,2.0,2.0,75.0,2
4818,Kudlu Gate,3850.0,6.0,0.0,205.0,4
4819,Kudlu Gate,1183.0,2.0,1.0,79.54,2
4820,Kudlu Gate,1850.0,3.0,2.0,110.0,3
4821,Kudlu Gate,1320.0,2.0,2.0,50.0,3
4822,Kudlu Gate,1183.0,2.0,1.0,79.54,2
4823,Kudlu Gate,1200.0,2.0,1.0,44.4,2
4824,Kudlu Gate,1432.0,2.0,2.0,61.11,3
4825,Kudlu Gate,1310.0,2.0,2.0,53.0,2
4826,Kumaraswami Layout,2000.0,4.0,1.0,139.0,4
4827,Kumaraswami Layout,1270.0,4.0,1.0,128.0,5
4828,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2
4829,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2
4830,Kumaraswami Layout,2400.0,7.0,1.0,125.0,7
4831,Kumaraswami Layout,2400.0,2.0,1.0,125.0,3
4832,Kumaraswami Layout,1310.0,2.0,1.0,70.0,3
4833,Kumaraswami Layout,850.0,1.0,1.0,78.0,1
4834,Kumaraswami Layout,3200.0,7.0,0.0,150.0,7
4835,Kumaraswami Layout,1310.0,2.0,1.0,85.0,3
4836,Kumaraswami Layout,2450.0,3.0,2.0,110.0,4
4837,Kumaraswami Layout,2040.0,4.0,3.0,123.0,7
4838,Kumaraswami Layout,3100.0,7.0,3.0,145.0,7
4839,Kumaraswami Layout,1200.0,3.0,1.0,75.0,3
4840,Kumaraswami Layout,1081.0,2.0,3.0,60.0,2
4841,Kundalahalli,1724.0,3.0,2.0,125.0,3
4842,Kundalahalli,1030.0,2.0,2.0,49.0,2
4843,Kundalahalli,735.0,2.0,1.0,57.99,2
4844,Kundalahalli,1047.0,2.0,1.0,82.0,2
4845,Kundalahalli,1397.0,3.0,3.0,105.0,3
4846,Kundalahalli,1724.0,3.0,2.0,127.0,3
4847,Kundalahalli,1010.0,2.0,1.0,49.27,2
4848,Kundalahalli,1397.0,3.0,2.0,110.0,3
4849,Kundalahalli,1397.0,3.0,2.0,104.0,3
4850,Kundalahalli,1397.0,3.0,3.0,108.0,3
4851,Kundalahalli,1920.0,3.0,2.0,150.0,3
4852,Kundalahalli,1397.0,3.0,3.0,105.0,3
4853,Kundalahalli,1800.0,3.0,3.0,80.0,3
4854,Kundalahalli,1724.0,3.0,2.0,124.0,3
4855,Kundalahalli,1047.0,2.0,1.0,84.0,2
4856,Kundalahalli,1047.0,2.0,1.0,83.0,2
4857,Kundalahalli,7000.0,4.0,3.0,550.0,4
4858,Kundalahalli,2075.0,3.0,1.0,115.0,3
4859,Kundalahalli,1120.0,2.0,1.0,53.76,2
4860,Kundalahalli,1047.0,2.0,1.0,82.62,2
4861,Kundalahalli,1047.0,2.0,1.0,91.0,2
4862,Kundalahalli,1724.0,3.0,1.0,146.0,3
4863,Kundalahalli,1600.0,3.0,2.0,170.0,3
4864,Kundalahalli,1496.0,2.0,3.0,78.0,3
4865,Kundalahalli,1724.0,3.0,1.0,125.0,3
4866,Kundalahalli,1010.0,2.0,1.0,48.27,2
4867,Kundalahalli,1047.0,2.0,1.0,89.0,2
4868,Kundalahalli,2500.0,5.0,2.0,245.0,4
4869,Kundalahalli,1397.0,3.0,3.0,105.0,3
4870,Kundalahalli,1800.0,3.0,2.0,110.0,3
4871,Kundalahalli,1047.0,2.0,1.0,72.0,2
4872,Kundalahalli,1260.0,2.0,0.0,58.0,2
4873,Kundalahalli,3092.0,4.0,3.0,230.0,4
4874,Kundalahalli,1065.0,2.0,1.0,70.0,2
4875,Kundalahalli,1724.0,3.0,1.0,146.0,3
4876,Kundalahalli,1047.0,2.0,2.0,91.0,2
4877,Kundalahalli,1724.0,3.0,2.0,128.0,3
4878,Kundalahalli,1315.0,2.0,3.0,74.0,2
4879,Kundalahalli,2100.0,3.0,2.0,150.0,3
4880,Kundalahalli,1724.0,3.0,1.0,125.0,3
4881,Kundalahalli,1724.0,3.0,3.0,140.0,3
4882,Kundalahalli,1175.0,2.0,1.0,65.0,2
4883,LB Shastri Nagar,1600.0,3.0,2.0,65.0,3
4884,LB Shastri Nagar,1043.0,2.0,2.0,55.0,2
4885,LB Shastri Nagar,1184.0,2.0,1.0,69.0,2
4886,LB Shastri Nagar,665.0,1.0,2.0,32.0,1
4887,LB Shastri Nagar,1250.0,2.0,2.0,48.5,2
4888,LB Shastri Nagar,1400.0,2.0,2.0,80.0,3
4889,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2
4890,LB Shastri Nagar,1200.0,2.0,1.0,47.0,2
4891,LB Shastri Nagar,1200.0,2.0,1.0,75.0,2
4892,LB Shastri Nagar,1000.0,2.0,1.0,49.5,2
4893,Laggere,2800.0,5.0,2.0,125.0,5
4894,Laggere,1200.0,3.0,1.0,130.0,3
4895,Laggere,1200.0,1.0,1.0,125.0,1
4896,Laggere,1200.0,2.0,0.0,75.0,2
4897,Laggere,620.0,2.0,0.0,48.0,1
4898,Lakshminarayana Pura,1185.0,2.0,2.0,75.0,2
4899,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3
4900,Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2
4901,Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2
4902,Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2
4903,Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2
4904,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2
4905,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2
4906,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2
4907,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2
4908,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2
4909,Lakshminarayana Pura,1165.0,2.0,2.0,75.0,2
4910,Lakshminarayana Pura,1145.0,2.0,1.0,75.0,2
4911,Lakshminarayana Pura,1500.0,3.0,2.0,104.0,3
4912,Lakshminarayana Pura,1210.0,2.0,2.0,75.0,2
4913,Lakshminarayana Pura,1169.0,2.0,2.0,75.0,2
4914,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2
4915,Lakshminarayana Pura,1172.0,2.0,1.0,75.0,2
4916,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2
4917,Lakshminarayana Pura,1180.0,2.0,1.0,75.0,2
4918,Lakshminarayana Pura,1200.0,2.0,3.0,83.0,2
4919,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2
4920,Lakshminarayana Pura,1195.0,2.0,1.0,75.0,2
4921,Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2
4922,Lingadheeranahalli,1521.0,3.0,1.0,95.0,3
4923,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3
4924,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3
4925,Lingadheeranahalli,1519.0,3.0,1.0,93.0,3
4926,Lingadheeranahalli,1521.0,3.0,1.0,94.99,3
4927,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3
4928,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3
4929,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3
4930,Lingadheeranahalli,1705.0,3.0,1.0,110.0,3
4931,Lingadheeranahalli,2245.0,4.0,2.0,154.0,4
4932,Lingadheeranahalli,1682.0,3.0,1.0,113.0,3
4933,Lingadheeranahalli,1682.0,3.0,1.0,114.0,3
4934,Lingadheeranahalli,1506.0,3.0,1.0,95.0,3
4935,Lingadheeranahalli,1683.0,3.0,1.0,110.0,3
4936,Lingadheeranahalli,1684.0,3.0,1.0,120.0,3
4937,Lingadheeranahalli,2236.0,4.0,2.0,153.0,4
4938,Lingadheeranahalli,1894.0,4.0,1.0,114.0,3
4939,Lingadheeranahalli,2240.0,4.0,2.0,160.0,4
4940,Magadi Road,3600.0,6.0,0.0,141.0,6
4941,Magadi Road,1116.0,2.0,1.0,50.0,2
4942,Magadi Road,1282.0,2.0,2.0,49.0,3
4943,Magadi Road,884.0,2.0,1.0,41.1,2
4944,Magadi Road,1005.0,2.0,1.0,55.78,2
4945,Magadi Road,1000.0,2.0,0.0,46.5,2
4946,Magadi Road,1500.0,2.0,2.0,93.0,4
4947,Magadi Road,1322.0,2.0,2.0,58.82,3
4948,Magadi Road,1345.0,2.0,2.0,55.0,2
4949,Magadi Road,1191.0,2.0,1.0,55.38,3
4950,Magadi Road,5000.0,6.0,1.0,360.0,5
4951,Magadi Road,1116.0,2.0,1.0,51.89,2
4952,Magadi Road,1052.0,2.0,1.0,60.0,3
4953,Magadi Road,940.0,2.0,2.0,50.0,2
4954,Magadi Road,1318.0,2.0,1.0,68.0,3
4955,Magadi Road,1187.0,2.0,0.0,55.195,3
4956,Magadi Road,884.0,2.0,1.0,48.0,2
4957,Mahadevpura,1720.0,3.0,3.0,78.0,3
4958,Mahadevpura,1150.0,2.0,3.0,52.0,2
4959,Mahadevpura,1250.0,2.0,3.0,52.0,2
4960,Mahadevpura,1260.0,2.0,3.0,57.6,2
4961,Mahadevpura,730.0,1.0,1.0,35.0,1
4962,Mahadevpura,1434.0,2.0,1.0,67.39,3
4963,Mahadevpura,1146.0,2.0,1.0,53.8,2
4964,Mahadevpura,1532.0,2.0,2.0,62.0,2
4965,Mahadevpura,1620.0,2.0,1.0,76.0,3
4966,Mahadevpura,1136.0,2.0,3.0,64.5,2
4967,Mahadevpura,1400.0,2.0,2.0,65.8,3
4968,Mahadevpura,1137.0,2.0,1.0,53.4,2
4969,Mahadevpura,1601.0,3.0,2.0,95.0,3
4970,Mahadevpura,1450.0,3.0,2.0,75.0,3
4971,Mahadevpura,1152.0,2.0,1.0,54.0,2
4972,Mahadevpura,1212.0,2.0,1.0,56.9,2
4973,Mahadevpura,1505.0,3.0,2.0,64.0,3
4974,Mahadevpura,1505.0,3.0,2.0,78.0,3
4975,Mahadevpura,1500.0,2.0,1.0,70.0,3
4976,Mahadevpura,1236.0,2.0,1.0,58.0,2
4977,Mahadevpura,1236.0,2.0,1.0,58.0,2
4978,Mahadevpura,1120.0,2.0,2.0,53.0,2
4979,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4
4980,Mahalakshmi Layout,1105.0,2.0,1.0,80.0,2
4981,Mahalakshmi Layout,1200.0,3.0,1.0,160.0,4
4982,Mahalakshmi Layout,1080.0,2.0,1.0,67.0,2
4983,Mahalakshmi Layout,1200.0,2.0,3.0,110.0,3
4984,Mahalakshmi Layout,1876.0,3.0,1.0,150.0,3
4985,Mallasandra,1665.0,3.0,2.0,95.0,3
4986,Mallasandra,1665.0,3.0,2.0,86.58,3
4987,Mallasandra,1340.0,2.0,2.0,61.0,2
4988,Mallasandra,1325.0,2.0,2.0,70.0,2
4989,Mallasandra,1665.0,3.0,2.0,86.91,3
4990,Mallasandra,1325.0,2.0,1.0,70.0,2
4991,Mallasandra,905.0,2.0,1.0,40.0,2
4992,Mallasandra,1325.0,2.0,2.0,65.0,2
4993,Mallasandra,1325.0,2.0,2.0,73.0,2
4994,Mallasandra,1565.0,2.0,2.0,69.0,2
4995,Mallasandra,905.0,2.0,1.0,35.0,2
4996,Mallasandra,1524.0,2.0,3.0,72.0,3
4997,Mallasandra,1100.0,2.0,3.0,76.3,3
4998,Malleshpalya,1140.0,2.0,2.0,46.5,2
4999,Malleshpalya,1225.0,2.0,2.0,46.86,2
5000,Malleshpalya,1785.0,3.0,2.0,75.0,3
5001,Malleshpalya,1052.0,2.0,2.0,50.0,2
5002,Malleshpalya,1405.0,2.0,2.0,77.0,3
5003,Malleshpalya,1065.0,2.0,2.0,50.0,2
5004,Malleshpalya,1210.0,2.0,3.0,55.0,2
5005,Malleshpalya,1900.0,3.0,2.0,60.0,3
5006,Malleshpalya,1060.0,2.0,1.0,40.0,2
5007,Malleshpalya,1430.0,2.0,1.0,69.5,3
5008,Malleshpalya,1421.0,2.0,1.0,90.0,2
5009,Malleshpalya,1245.0,2.0,1.0,55.0,2
5010,Malleshpalya,1200.0,2.0,2.0,46.0,2
5011,Malleshpalya,1225.0,2.0,2.0,52.0,2
5012,Malleshwaram,705.0,1.0,2.0,67.0,1
5013,Malleshwaram,12000.0,7.0,3.0,2200.0,7
5014,Malleshwaram,2500.0,5.0,2.0,325.0,4
5015,Malleshwaram,2006.0,3.0,2.0,297.0,3
5016,Malleshwaram,686.0,1.0,1.0,62.5,1
5017,Malleshwaram,2475.0,4.0,3.0,332.0,3
5018,Malleshwaram,2610.0,3.0,2.0,399.0,3
5019,Malleshwaram,2475.0,4.0,3.0,320.0,3
5020,Malleshwaram,900.0,2.0,1.0,95.0,2
5021,Malleshwaram,1420.0,2.0,1.0,158.0,2
5022,Malleshwaram,2000.0,3.0,2.0,250.0,3
5023,Malleshwaram,2215.0,3.0,1.0,275.0,3
5024,Malleshwaram,1600.0,3.0,3.0,160.0,3
5025,Malleshwaram,2475.0,4.0,3.0,300.0,3
5026,Malleshwaram,2345.0,2.0,2.0,293.0,3
5027,Malleshwaram,2600.0,3.0,1.0,237.0,3
5028,Malleshwaram,2215.0,4.0,1.0,310.0,3
5029,Malleshwaram,480.0,1.0,1.0,60.0,1
5030,Malleshwaram,1290.0,2.0,1.0,120.0,2
5031,Malleshwaram,2475.0,4.0,3.0,326.0,3
5032,Malleshwaram,2476.0,3.0,3.0,337.0,3
5033,Malleshwaram,900.0,2.0,1.0,90.0,2
5034,Malleshwaram,2250.0,3.0,1.0,200.0,3
5035,Malleshwaram,2050.0,4.0,2.0,270.0,3
5036,Malleshwaram,900.0,2.0,1.0,72.0,2
5037,Malleshwaram,620.0,1.0,1.0,86.8,1
5038,Malleshwaram,600.0,1.0,0.0,68.0,2
5039,Malleshwaram,2475.0,4.0,3.0,337.0,3
5040,Malleshwaram,2215.0,3.0,2.0,275.0,3
5041,Malleshwaram,2215.0,3.0,2.0,330.0,3
5042,Malleshwaram,2800.0,4.0,2.0,252.0,4
5043,Malleshwaram,1020.0,2.0,1.0,80.0,2
5044,Malleshwaram,600.0,1.0,0.0,90.0,2
5045,Malleshwaram,2200.0,3.0,2.0,275.0,3
5046,Malleshwaram,2475.0,4.0,3.0,326.0,3
5047,Malleshwaram,1500.0,2.0,2.0,140.0,2
5048,Malleshwaram,2475.0,4.0,3.0,340.0,3
5049,Malleshwaram,1400.0,2.0,1.0,190.0,2
5050,Malleshwaram,2475.0,4.0,3.0,300.0,3
5051,Malleshwaram,2400.0,3.0,2.0,380.0,3
5052,Malleshwaram,580.0,1.0,1.0,45.0,1
5053,Malleshwaram,1410.0,2.0,3.0,125.0,2
5054,Malleshwaram,2610.0,4.0,2.0,306.0,4
5055,Marathahalli,1310.0,3.0,1.0,63.25,3
5056,Marathahalli,1220.0,2.0,1.0,57.0,2
5057,Marathahalli,1200.0,2.0,2.0,52.0,2
5058,Marathahalli,1200.0,2.0,2.0,60.0,2
5059,Marathahalli,1933.0,3.0,2.0,140.0,3
5060,Marathahalli,950.0,2.0,1.0,46.96,2
5061,Marathahalli,1230.0,2.0,2.0,80.0,2
5062,Marathahalli,3800.0,4.0,3.0,250.0,4
5063,Marathahalli,1019.0,2.0,2.0,49.85,2
5064,Marathahalli,1215.0,2.0,1.0,67.0,2
5065,Marathahalli,2181.0,3.0,2.0,152.0,4
5066,Marathahalli,1170.0,2.0,3.0,53.0,2
5067,Marathahalli,1019.0,2.0,2.0,49.86,2
5068,Marathahalli,1325.0,2.0,2.0,71.55,2
5069,Marathahalli,1220.0,2.0,1.0,56.5,2
5070,Marathahalli,1575.0,3.0,2.0,78.0,3
5071,Marathahalli,1152.0,2.0,1.0,56.0,2
5072,Marathahalli,1610.0,3.0,1.0,90.0,3
5073,Marathahalli,1146.0,2.0,1.0,70.0,2
5074,Marathahalli,4000.0,5.0,2.0,212.0,4
5075,Marathahalli,1469.0,3.0,1.0,89.0,3
5076,Marathahalli,1530.0,3.0,2.0,74.5,3
5077,Marathahalli,1840.0,3.0,3.0,98.0,3
5078,Marathahalli,3951.0,4.0,2.0,220.0,4
5079,Marathahalli,1350.0,2.0,2.0,62.0,3
5080,Marathahalli,2519.0,5.0,2.0,185.0,4
5081,Marathahalli,1385.0,2.0,2.0,66.65,3
5082,Marathahalli,957.0,2.0,1.0,46.9,2
5083,Marathahalli,1583.0,3.0,3.0,105.0,3
5084,Marathahalli,2524.0,5.0,2.0,190.0,4
5085,Marathahalli,1350.0,3.0,1.0,72.0,3
5086,Marathahalli,4000.0,5.0,2.0,212.0,4
5087,Marathahalli,1535.0,3.0,2.0,72.5,3
5088,Marathahalli,1071.0,2.0,2.0,52.25,2
5089,Marathahalli,1215.0,2.0,2.0,58.86,2
5090,Marathahalli,1102.0,2.0,2.0,53.67,2
5091,Marathahalli,1900.0,3.0,3.0,123.0,3
5092,Marathahalli,1045.0,2.0,3.0,60.0,2
5093,Marathahalli,1305.0,2.0,1.0,69.0,3
5094,Marathahalli,1215.0,2.0,2.0,58.86,2
5095,Marathahalli,1365.0,2.0,2.0,73.0,2
5096,Marathahalli,3800.0,4.0,3.0,205.0,4
5097,Marathahalli,3895.0,4.0,3.0,220.0,4
5098,Marathahalli,1785.0,3.0,2.0,94.0,3
5099,Marathahalli,4000.0,4.0,3.0,220.0,4
5100,Marathahalli,1208.0,2.0,2.0,70.0,2
5101,Marathahalli,1325.0,1.0,1.0,92.0,2
5102,Marathahalli,1525.0,3.0,2.0,90.0,3
5103,Marathahalli,1937.0,3.0,2.0,140.0,3
5104,Marathahalli,1550.0,3.0,2.0,83.0,3
5105,Marathahalli,1350.0,2.0,1.0,86.0,2
5106,Marathahalli,957.0,2.0,1.0,47.0,2
5107,Marathahalli,4000.0,4.0,3.0,220.0,4
5108,Marathahalli,1230.0,2.0,1.0,57.0,2
5109,Marathahalli,1200.0,2.0,2.0,58.0,2
5110,Marathahalli,1650.0,3.0,3.0,86.45,3
5111,Marathahalli,607.0,1.0,1.0,35.0,1
5112,Marathahalli,1583.0,3.0,3.0,109.0,3
5113,Marathahalli,1075.0,2.0,2.0,52.43,2
5114,Marathahalli,1360.0,2.0,1.0,103.0,2
5115,Marathahalli,1220.0,2.0,1.0,58.5,2
5116,Marathahalli,950.0,2.0,1.0,45.68,2
5117,Marathahalli,615.0,1.0,1.0,44.0,1
5118,Marathahalli,1595.0,3.0,2.0,90.0,3
5119,Marathahalli,1350.0,2.0,1.0,89.0,2
5120,Marathahalli,1020.0,2.0,1.0,57.0,2
5121,Marathahalli,1600.0,3.0,2.0,88.0,2
5122,Marathahalli,780.0,1.0,1.0,55.0,1
5123,Marathahalli,1710.0,3.0,2.0,100.0,3
5124,Marathahalli,1530.0,3.0,2.0,73.5,3
5125,Marathahalli,1358.0,2.0,1.0,81.0,2
5126,Marathahalli,1205.0,2.0,1.0,75.0,2
5127,Marathahalli,1730.0,3.0,3.0,110.0,3
5128,Marathahalli,1583.0,3.0,3.0,115.0,3
5129,Marathahalli,1200.0,2.0,1.0,67.0,2
5130,Marathahalli,1095.0,2.0,1.0,60.0,2
5131,Marathahalli,1060.0,2.0,1.0,48.0,2
5132,Marathahalli,1050.0,2.0,1.0,65.0,2
5133,Marathahalli,1102.0,2.0,2.0,53.67,2
5134,Marathahalli,1026.0,2.0,1.0,49.95,2
5135,Marathahalli,3940.0,4.0,3.0,220.0,4
5136,Marathahalli,1435.0,3.0,1.0,73.0,3
5137,Marathahalli,1220.0,2.0,1.0,59.0,2
5138,Marathahalli,881.0,2.0,1.0,48.06,2
5139,Marathahalli,1130.0,2.0,2.0,58.0,3
5140,Marathahalli,1710.0,3.0,2.0,100.0,3
5141,Marathahalli,1680.0,3.0,3.0,105.0,3
5142,Marathahalli,1910.0,3.0,3.0,119.0,3
5143,Marathahalli,1602.0,2.0,2.0,104.0,2
5144,Marathahalli,700.0,1.0,1.0,38.0,1
5145,Marathahalli,1469.0,3.0,1.0,89.0,3
5146,Marathahalli,1385.0,2.0,2.0,68.5,3
5147,Marathahalli,1690.0,3.0,2.0,116.0,3
5148,Marathahalli,1065.0,2.0,2.0,55.0,2
5149,Marathahalli,1693.0,3.0,2.0,125.0,3
5150,Marathahalli,1693.0,3.0,1.0,125.0,3
5151,Marathahalli,1196.0,2.0,2.0,57.9,2
5152,Marathahalli,1595.0,3.0,2.0,88.0,3
5153,Marathahalli,2122.0,3.0,2.0,125.0,3
5154,Marathahalli,1730.0,3.0,2.0,115.0,3
5155,Marathahalli,4000.0,4.0,2.0,200.0,4
5156,Marathahalli,1200.0,2.0,1.0,58.17,3
5157,Marathahalli,1125.0,2.0,3.0,55.0,2
5158,Marathahalli,1950.0,3.0,2.0,115.0,3
5159,Marathahalli,1250.0,2.0,2.0,68.0,2
5160,Marathahalli,1125.0,2.0,2.0,56.8,2
5161,Marathahalli,1350.0,2.0,1.0,90.0,2
5162,Marathahalli,1200.0,2.0,1.0,53.0,2
5163,Marathahalli,2500.0,5.0,2.0,175.0,4
5164,Marathahalli,957.0,2.0,1.0,47.0,2
5165,Marathahalli,3855.0,4.0,3.0,220.0,4
5166,Marathahalli,1605.0,3.0,2.0,76.0,3
5167,Marathahalli,1350.0,2.0,2.0,60.0,2
5168,Marathahalli,3400.0,4.0,3.0,235.0,4
5169,Marathahalli,1350.0,2.0,1.0,99.0,2
5170,Marathahalli,1310.0,3.0,1.0,63.22,3
5171,Marathahalli,1285.0,2.0,2.0,55.0,2
5172,Marathahalli,2500.0,5.0,2.0,181.0,4
5173,Marathahalli,3800.0,4.0,3.0,235.0,4
5174,Marathahalli,3951.0,4.0,3.0,230.0,4
5175,Marathahalli,1125.0,2.0,1.0,54.8,2
5176,Marathahalli,1700.0,3.0,2.0,126.0,3
5177,Marathahalli,1315.0,2.0,2.0,60.0,3
5178,Marathahalli,1270.0,2.0,3.0,73.0,2
5179,Marathahalli,1530.0,3.0,2.0,71.0,3
5180,Marathahalli,950.0,2.0,2.0,46.7,2
5181,Marathahalli,1550.0,3.0,2.0,85.0,3
5182,Marathahalli,1019.0,2.0,2.0,49.86,2
5183,Marathahalli,1144.0,2.0,2.0,65.0,2
5184,Marathahalli,1240.0,2.0,2.0,55.0,2
5185,Marathahalli,1100.0,2.0,2.0,75.0,1
5186,Marathahalli,1156.0,2.0,2.0,52.0,2
5187,Marathahalli,2524.0,5.0,2.0,180.0,4
5188,Marathahalli,1135.0,2.0,2.0,60.0,2
5189,Marathahalli,1839.0,3.0,2.0,130.0,3
5190,Marathahalli,1170.0,2.0,2.0,85.0,2
5191,Marathahalli,1102.0,2.0,2.0,53.67,2
5192,Marathahalli,1108.0,2.0,1.0,60.0,3
5193,Marathahalli,1449.0,3.0,2.0,110.0,3
5194,Marathahalli,1360.0,2.0,1.0,101.0,2
5195,Marathahalli,1026.0,2.0,1.0,50.18,2
5196,Marathahalli,1800.0,3.0,2.0,95.0,3
5197,Marathahalli,1650.0,3.0,2.0,85.0,3
5198,Marathahalli,1270.0,2.0,2.0,80.0,2
5199,Marathahalli,1100.0,2.0,1.0,50.0,2
5200,Marathahalli,1196.0,2.0,2.0,57.95,2
5201,Marathahalli,1310.0,3.0,1.0,63.25,3
5202,Marathahalli,1485.0,2.0,2.0,90.0,3
5203,Marathahalli,1146.0,2.0,1.0,69.0,2
5204,Margondanahalli,1090.0,2.0,0.0,58.0,2
5205,Margondanahalli,1200.0,2.0,1.0,58.5,2
5206,Margondanahalli,1200.0,2.0,0.0,67.0,2
5207,Margondanahalli,1200.0,2.0,0.0,65.0,3
5208,Margondanahalli,1200.0,1.0,0.0,53.0,2
5209,Margondanahalli,1000.0,2.0,0.0,57.0,2
5210,Margondanahalli,1625.0,3.0,0.0,80.0,3
5211,Margondanahalli,600.0,2.0,0.0,35.0,2
5212,Margondanahalli,1200.0,2.0,0.0,69.0,2
5213,Margondanahalli,900.0,2.0,0.0,49.0,2
